14 24 90 94 109 
14 24 90 94 108 
14 24 90 94 103 
14 24 90 94 102 
14 24 90 94 101 
14 24 90 94 100 
14 24 90 94 99 
14 24 90 94 96 
14 24 85 90 94 
14 24 84 90 94 
14 24 28 90 94 
14 24 27 90 94 
14 16 24 90 94 
14 24 89 94 109 
14 24 89 94 108 
14 24 89 94 103 
14 24 89 94 102 
14 24 89 94 101 
14 24 89 94 100 
14 24 89 94 99 
14 24 89 94 96 
14 24 85 89 94 
14 24 84 89 94 
14 24 28 89 94 
14 24 27 89 94 
14 16 24 89 94 
14 24 88 94 109 
14 24 88 94 108 
14 24 88 94 103 
14 24 88 94 102 
14 24 88 94 101 
14 24 88 94 100 
14 24 88 94 99 
14 24 88 94 96 
14 24 85 88 94 
14 24 84 88 94 
14 24 28 88 94 
14 24 27 88 94 
14 16 24 88 94 
14 24 87 94 109 
14 24 87 94 108 
14 24 87 94 103 
14 24 87 94 102 
14 24 87 94 101 
14 24 87 94 100 
14 24 87 94 99 
14 24 87 94 96 
14 24 85 87 94 
14 24 84 87 94 
14 24 28 87 94 
14 24 27 87 94 
14 16 24 87 94 
14 24 86 94 108 
14 24 86 94 103 
14 24 86 94 102 
14 24 86 94 101 
14 24 86 94 100 
14 24 86 94 99 
14 24 86 94 96 
14 24 84 86 94 
14 24 28 86 94 
14 24 27 86 94 
14 24 31 83 106 
14 15 24 83 106 
14 24 83 90 
14 24 83 89 
14 24 83 88 
14 24 83 87 
14 24 83 86 
14 24 80 83 85 
14 24 80 83 84 
14 17 24 80 83 
14 18 24 30 83 
11 14 24 31 83 
11 14 15 24 83 
9 14 24 83 85 
9 14 24 83 84 
9 14 17 24 83 
8 14 24 83 85 
8 14 24 83 84 
8 14 17 24 83 
14 18 24 79 103 
14 18 24 79 102 
14 18 24 79 101 
14 18 24 79 100 
14 18 24 79 99 
14 18 24 79 96 
14 18 24 79 84 
14 18 24 79 83 
14 18 24 28 79 
14 18 24 27 79 
14 24 32 98 106 
14 24 32 97 106 
12 14 24 32 106 
14 24 32 90 
14 24 32 89 
14 24 32 88 
14 24 32 87 
14 24 32 86 
14 24 32 85 109 
14 24 32 85 107 
14 24 32 85 98 
14 24 32 85 97 
14 24 32 80 85 
14 24 31 32 85 
14 15 24 32 85 
12 14 24 32 85 
9 14 24 32 85 
8 14 24 32 85 
14 24 32 84 109 
14 24 32 84 107 
14 24 32 84 98 
14 24 32 84 97 
14 24 32 80 84 
14 24 31 32 84 
14 15 24 32 84 
12 14 24 32 84 
9 14 24 32 84 
8 14 24 32 84 
14 18 24 32 85 
14 18 24 32 84 
14 18 24 32 79 
14 18 24 30 32 
14 17 24 32 109 
14 17 24 32 107 
14 17 24 32 98 
14 17 24 32 97 
14 17 24 32 80 
14 17 24 31 32 
14 17 18 24 32 
14 15 17 24 32 
12 14 17 24 32 
9 14 17 24 32 
8 14 17 24 32 
11 14 24 32 98 
11 14 24 32 97 
11 12 14 24 32 
7 14 24 90 109 
7 14 24 90 103 
7 14 24 90 102 
7 14 24 90 101 
7 14 24 90 100 
7 14 24 90 99 
7 14 24 90 96 
7 14 24 28 90 
7 14 24 27 90 
7 14 16 24 90 
7 14 24 89 109 
7 14 24 89 103 
7 14 24 89 102 
7 14 24 89 101 
7 14 24 89 100 
7 14 24 89 99 
7 14 24 89 96 
7 14 24 28 89 
7 14 24 27 89 
7 14 16 24 89 
7 14 24 88 109 
7 14 24 88 103 
7 14 24 88 102 
7 14 24 88 101 
7 14 24 88 100 
7 14 24 88 99 
7 14 24 88 96 
7 14 24 28 88 
7 14 24 27 88 
7 14 16 24 88 
7 14 24 87 109 
7 14 24 87 103 
7 14 24 87 102 
7 14 24 87 101 
7 14 24 87 100 
7 14 24 87 99 
7 14 24 87 96 
7 14 24 28 87 
7 14 24 27 87 
7 14 16 24 87 
7 14 24 86 103 
7 14 24 86 102 
7 14 24 86 101 
7 14 24 86 100 
7 14 24 86 99 
7 14 24 86 96 
7 14 24 28 86 
7 14 24 27 86 
7 14 24 85 90 
7 14 24 85 89 
7 14 24 85 88 
7 14 24 85 87 
7 14 24 84 90 
7 14 24 84 89 
7 14 24 84 88 
7 14 24 84 87 
7 14 24 84 86 
13 24 90 94 109 
13 24 90 94 108 
13 24 90 94 103 
13 24 90 94 102 
13 24 90 94 101 
13 24 90 94 100 
13 24 90 94 99 
13 24 90 94 96 
13 24 85 90 94 
13 24 84 90 94 
13 24 28 90 94 
13 24 27 90 94 
13 16 24 90 94 
13 24 89 94 109 
13 24 89 94 108 
13 24 89 94 103 
13 24 89 94 102 
13 24 89 94 101 
13 24 89 94 100 
13 24 89 94 99 
13 24 89 94 96 
13 24 85 89 94 
13 24 84 89 94 
13 24 28 89 94 
13 24 27 89 94 
13 16 24 89 94 
13 24 88 94 109 
13 24 88 94 108 
13 24 88 94 103 
13 24 88 94 102 
13 24 88 94 101 
13 24 88 94 100 
13 24 88 94 99 
13 24 88 94 96 
13 24 85 88 94 
13 24 84 88 94 
13 24 28 88 94 
13 24 27 88 94 
13 16 24 88 94 
13 24 87 94 109 
13 24 87 94 108 
13 24 87 94 103 
13 24 87 94 102 
13 24 87 94 101 
13 24 87 94 100 
13 24 87 94 99 
13 24 87 94 96 
13 24 85 87 94 
13 24 84 87 94 
13 24 28 87 94 
13 24 27 87 94 
13 16 24 87 94 
13 24 86 94 108 
13 24 86 94 103 
13 24 86 94 102 
13 24 86 94 101 
13 24 86 94 100 
13 24 86 94 99 
13 24 86 94 96 
13 24 84 86 94 
13 24 28 86 94 
13 24 27 86 94 
13 24 83 106 109 
13 24 83 106 107 
13 24 83 98 106 
13 24 83 97 106 
13 24 31 83 106 
13 15 24 83 106 
12 13 24 83 106 
13 24 83 90 
13 24 83 89 
13 24 83 88 
13 24 83 87 
13 24 83 86 
13 24 80 83 106 
13 24 80 83 85 
13 24 80 83 84 
13 17 24 80 83 
13 18 24 83 106 
13 18 24 30 83 
9 13 24 83 106 
9 13 24 83 85 
9 13 24 83 84 
9 13 17 24 83 
8 13 24 83 106 
8 13 24 83 85 
8 13 24 83 84 
8 13 17 24 83 
13 18 24 79 83 
13 24 32 98 106 
13 24 32 97 106 
12 13 24 32 106 
13 24 32 90 
13 24 32 89 
13 24 32 88 
13 24 32 87 
13 24 32 86 109 
13 24 32 86 108 
13 24 32 86 105 
13 24 32 86 104 
13 24 32 86 103 
13 24 32 86 102 
13 24 32 86 101 
13 24 32 86 100 
13 24 32 86 99 
13 24 32 86 98 
13 24 32 86 97 
13 24 32 86 96 
13 24 28 32 86 
13 24 27 32 86 
12 13 24 32 86 
13 24 32 85 98 
13 24 32 85 97 
12 13 24 32 85 
13 24 32 84 98 
13 24 32 84 97 
13 24 32 84 86 
12 13 24 32 84 
13 17 24 32 98 
13 17 24 32 97 
12 13 17 24 32 
11 13 24 83 109 
11 13 24 83 107 
11 13 24 83 98 
11 13 24 83 97 
11 13 24 80 83 
11 13 24 31 83 
11 13 18 24 83 
11 13 15 24 83 
9 11 13 24 83 
8 11 13 24 83 
11 13 24 32 98 
11 13 24 32 97 
11 12 13 24 83 
11 12 13 24 32 
14 23 90 109 
14 23 90 95 108 
14 23 90 94 108 
14 23 49 90 108 
14 23 41 90 108 
14 23 40 90 108 
14 23 80 90 107 
10 14 23 90 107 
14 23 90 103 
14 23 90 102 
14 23 90 101 
14 23 90 100 
14 23 90 99 
14 23 90 96 
14 23 83 90 
14 23 32 90 
14 23 28 90 
14 23 27 90 
14 16 23 90 
14 23 89 109 
14 23 89 95 108 
14 23 89 94 108 
14 23 49 89 108 
14 23 41 89 108 
14 23 40 89 108 
14 23 80 89 107 
10 14 23 89 107 
14 23 89 103 
14 23 89 102 
14 23 89 101 
14 23 89 100 
14 23 89 99 
14 23 89 96 
14 23 83 89 
14 23 32 89 
14 23 28 89 
14 23 27 89 
14 16 23 89 
14 23 88 109 
14 23 88 95 108 
14 23 88 94 108 
14 23 49 88 108 
